n_subjects_total,n_subjects_after_vigilance,n_subjects_AB,n_subjects_NB,n_recognition_trials,overall_accuracy,overall_mean_rt,overall_mean_confidence
169,164,78,86,6560,0.854420731707317,5.65354542692038,4.140548780487805
